Name,Type,Category,PP,Power,Accuracy,Battle Effect,In-Depth Effect,Secondary Effect,Detailed Effect,Effect Rate,Is Self Z-Move?,Corresponding Z-Move,Z-Move Item,Z-Move Power,Is Z-Move?,Z-Move Required Pokemon,Z-Move Required Moves,Moves that turn into this,Base Critical Hit Rate,Priority,Target,Pokemon Hit,Physical Contact?,Sound Type?,Punch Move?,Snatchable?,Z-Move?,Defrosts When Used?,Hits opposite side in triples?,Reflected?,Blocked?,Copyable?,Status Effects,Stats Altered,Z-Stats Altered,Ignores
Mat Block,Fighting,Other,10,0,0,"Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves.",,Protects user and allies from damage if move is used in first turn the user has been out.,Boosts Defense by 1 stage,,TRUE,,Fightinium Z,,FALSE,,,,,0,All Allies,Ally,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Me First,Normal,Other,20,1,0,The user cuts ahead of the target to copy and use the target's intended move with greater power. This move fails if it isn't used first.,,Users the target's move before the target Pokémon,Boosts Speed by 2 stages,,TRUE,,Normalium Z,,FALSE,,,,,0,Adjacent Foes,All Adjacent Foes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,
Mean Look,Normal,Other,5,0,0,"The user pins the target with a dark, arresting look. The target becomes unable to flee.",,Prevents the opponent from escaping.,Boosts Special Defense by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,,,,
Meditate,Psychic,Other,40,0,0,The user meditates to awaken the power deep within its body and raise its Attack stat.,,Raises user's Attack one stage.,Boosts Attack by 1 stage,,TRUE,,Psychium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mega Drain,Grass,Special,15,40,100,A nutrient-draining attack. The user's HP is restored by half the damage taken by the target.,,User recovers half the damage inflicted.,,,FALSE,Bloom Doom,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Mega Kick,Normal,Physical,5,120,75,The target is attacked by a kick launched with muscle-packed power.,,No effect.,,,FALSE,Breakneck Blitz,,190,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Mega Punch,Normal,Physical,20,80,85,The target is slugged by a punch thrown with muscle-packed power.,,No effect.,,,FALSE,Breakneck Blitz,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Megahorn,Bug,Physical,10,120,85,"Using its tough and impressive horn, the user rams into the target with no letup.",,No effect.,,,FALSE,Savage Spin-Out,,190,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Memento,Dark,Other,10,0,100,"The user faints when using this move. In return, this harshly lowers the target's Attack and Sp. Atk stats.",,Lowers opponent's Attack & Special Attack by two stages. User faints.,Heals the Hit Points of the Pokémon that switches in after this Pokémon,,TRUE,,Darkinium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Metal Burst,Steel,Physical,10,1,100,The user retaliates with much greater force against the opponent that last inflicted damage on it.,,Damages the last Pokémon to hit the user with 150% of the damage inflicted on the user,,,FALSE,Corkscrew Crash,,100,FALSE,,,,6.25,0,Self,Special,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Metal Claw,Steel,Physical,35,50,95,The target is raked with steel claws. This may also raise the user's Attack stat.,,May raise user's Attack one stage.,,10,FALSE,Corkscrew Crash,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Metal Sound,Steel,Other,40,0,85,A horrible sound like scraping metal harshly lowers the target's Sp. Def stat.,,Lowers opponent's Special Defense two stages.,Boosts Special Attack by 1 stage,,TRUE,,Steelium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Meteor Mash,Steel,Physical,10,90,90,The target is hit with a hard punch fired like a meteor. This may also raise the user's Attack stat.,,May raise user's Attack one stage.,,20,FALSE,Corkscrew Crash,,175,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Metronome,Normal,Other,10,0,0,The user waggles a finger and stimulates its brain into randomly using nearly any move.,"This move selects and uses a random move. However, it cannot use the moves; Assist, Chatter, Copycat, Counter, Covet, Destiny Bond, Detect, Endure, Feint, Focus Punch, Follow Me, Helping Hand, Me First, Metronome, Mimic, Mirror Coat, Mirror Move, Protect, Quick Guard, Sketch, Sleep Talk, Snatch, Struggle, Switcheroo, Thief, Trick, or Wide Guard",Uses a random move.,This Z-Move will become a standard Z Move based on the type of the move in its effect,,TRUE,,Normalium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Milk Drink,Normal,Other,10,0,0,The user restores its own HP by up to half of its max HP.,,User recovers half the maximum HP.,Resets all lowered stat modifications,,TRUE,,Normalium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mimic,Normal,Other,10,0,0,The user copies the target's last move. The move can be used during battle until the Pokémon is switched out.,,Copies opponents last move.,Boosts Accuracy by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,
Mind Reader,Normal,Other,5,0,0,The user senses the target's movements with its mind to ensure its next attack does not miss the target.,,Ensures that user's next move will not fail.,Boosts Special Attack by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Minimize,Normal,Other,10,0,0,"The user compresses its body to make itself look smaller, which sharply raises its evasiveness.","This move, while increasing your evasion, makes you more vulnerable to certain attacks. These attacks ignore the evasion boost and do double the original damage. These moves are: Body Slam, Dragon Rush, Flying Press, Heavy Slam, Phantom Force, Shadow Force, Steamroller, Stomp",Raises user's Evasion two stages.,Resets all lowered stat modifications,,TRUE,,Normalium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Miracle Eye,Psychic,Other,40,0,0,Enables a Dark-type target to be hit by Psychic-type attacks. This also enables an evasive target to be hit.,,Removes Psychic-type's immunity to Dark-type. Removes Evasion boosts on the target during the next turn.,Boosts Special Attack by 1 stage,,TRUE,,Psychium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Mirror Coat,Psychic,Special,20,1,100,"A retaliation move that counters any special attack, inflicting double the damage taken.",,Counters the foe's special Attack at double the power.,,,FALSE,Shattered Psyche,,100,FALSE,,,,6.25,-5,Self,Special,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,
Mirror Move,Flying,Other,20,0,0,The user counters the target by mimicking the target's last move.,,User does the last move used by opponent.,Boosts Attack by 2 stages,,TRUE,,Flyinium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mirror Shot,Steel,Special,10,65,85,The user lets loose a flash of energy at the target from its polished body. This may also lower the target's accuracy.,,May lower opponent's Accuracy one stage.,,30,FALSE,Corkscrew Crash,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Mist,Ice,Other,30,0,0,The user cloaks itself and its allies in a white mist that prevents any of their stats from being lowered for five turns.,,Stops stat reduction.,Heals the Hit Points of this Pokémon,,TRUE,,Icium Z,,FALSE,,,,,0,All Allies,Ally,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mist Ball,Psychic,Special,5,70,100,A mist-like flurry of down envelops and damages the target. This may also lower the target's Sp. Atk stat.,,May lower opponent's Special Attack one stage.,,50,FALSE,Shattered Psyche,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Misty Terrain,Fairy,Other,10,0,0,This protects Pokémon on the ground from status conditions and halves damage from Dragon-type moves for five turns.,This move creates a terrain that helps Pokémon on the ground for 5 turns. It increases protects the Pokémon from status afflictions and halves the power of Dragon-type moves for Pokémon on the ground,Activates Misty Terrain for 5 turns,Boosts Special Defense by 1 stage,,TRUE,,Fairium Z,,FALSE,,,,,0,All,Field,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Moonblast,Fairy,Special,15,95,100,"Borrowing the power of the moon, the user attacks the target. This may also lower the target's Sp. Atk stat.",,May lower opponent's Special Attack one stage.,,30,FALSE,Twinkle Tackle,,175,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Moongeist Beam,Ghost,Special,5,100,100,The user emits a sinister ray to attack the target. This move can be used on the target regardless of its Abilities.,,Ignores abilities,,,FALSE,Never-Ending Nightmare,,180,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Moonlight,Fairy,Other,5,0,0,The user restores its own HP. The amount of HP regained varies with the weather.,"This move recovers its HP depending upon the weather. If no weather is in effect, it heals the user by 50% of their maximum Hit Points. If Sunny Day is in effect, this move heals the user by 66.66% of its maximum Hit Points and if Rain Dance, Hail or Sandstorm is in effect, this move heals the user by 25% of their maximum Hit Points",User restores HP.,Resets all lowered stat modifications,,TRUE,,Fairium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Morning Sun,Normal,Other,5,0,0,The user restores its own HP. The amount of HP regained varies with the weather.,"This move recovers its HP depending upon the weather. If no weather is in effect, it heals the user by 50% of their maximum Hit Points. If Sunny Day is in effect, this move heals the user by 66.66% of its maximum Hit Points and if Rain Dance, Hail or Sandstorm is in effect, this move heals the user by 25% of their maximum Hit Points",User restores HP.,Resets all lowered stat modifications,,TRUE,,Normalium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mud Bomb,Ground,Special,10,65,85,The user launches a hard-packed mud ball to attack. This may also lower the target's accuracy.,,May lower opponent's Accuracy one stage.,,30,FALSE,Tectonic Rage,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Mud Shot,Ground,Special,15,55,95,The user attacks by hurling a blob of mud at the target. This also lowers the target's Speed stat.,,May lower opponent's Speed one stage.,,100,FALSE,Tectonic Rage,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Mud Sport,Ground,Other,15,0,0,The user kicks up mud on the battlefield. This weakens Electric-type moves for five turns.,,Lowers the power of Electric-type moves used on this Pokémon.,Boosts Special Defense by 1 stage,,TRUE,,Groundium Z,,FALSE,,,,,0,All,Field,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Mud-Slap,Ground,Special,10,20,100,The user hurls mud in the target's face to inflict damage and lower its accuracy.,,May lower opponent's Accuracy one stage.,,100,FALSE,Tectonic Rage,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Muddy Water,Water,Special,10,90,85,The user attacks by shooting muddy water at the opposing Pokémon. This may also lower their accuracy.,,May lower opponent's Accuracy one stage.,,30,FALSE,Hydro Vortex,,175,FALSE,,,,6.25,0,Adjacent Foes,All Adjacent Foes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Multi-Attack,Normal,Physical,10,90,100,"Cloaking itself in high energy, the user slams into the target. The memory held determines the move's type.",,Changes the type of the move based upon the item being held,,,FALSE,Breakneck Blitz,,185,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Mystical Fire,Fire,Special,10,75,100,"The user attacks by breathing a special, hot fire. This also lowers the target's Sp. Atk stat.",,May lower opponent's Special Attack one stage.,,100,FALSE,Inferno Overdrive,,140,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Nasty Plot,Dark,Other,20,0,0,The user stimulates its brain by thinking bad thoughts. This sharply raises the user's Sp. Atk stat.,,Raises user's Special Attack two stages.,Resets all lowered stat modifications,,TRUE,,Darkinium Z,,FALSE,,,,,0,Self,Self,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Natural Gift,Normal,Physical,15,1,100,The user draws power to attack by using its held Berry. The Berry determines the move's type and power.,"Natural Gift is a rather perculiar attack. It's base damage in the game is 1, making it a very weak attack. However, Natural Gift reacts in certain ways to the hold item that your Pokémon is holding, but only if it is a Berry. The attack's power and type change all depending on the berry that your Pokémon is holding. With a maximum power of 80, the possibilities are endless for the Pokémon. Below is the list of the Berries type and power when used in conjunction with Natural GiftWhenever Natural Gift is used, the Berry is used as if it was used normally in battle, this gives it a one-time use possibility, unless you use moves like Recycle. Picture Name Description Type Power Cheri Berry If held by a Pokémon, it recovers from paralysis. 80 Chesto Berry If held by a Pokémon, it recovers from sleep. 80 Pecha Berry If held by a Pokémon, it recovers from poison. 80 Rawst Berry If held by a Pokémon, it recovers from a burn. 80 Aspear Berry If held by a Pokémon, it defrosts it. 80 Leppa Berry If held by a Pokémon, it restores a move's PP by 10. 80 Oran Berry If held by a Pokémon, it heals the user by just 10 HP. 80 Persim Berry If held by a Pokémon, it recovers from confusion. 80 Lum Berry If held by a Pokémon, it recovers from any status problem. 80 Sitrus Berry If held by a Pokémon, it heals the user's HP a little. 80 Figy Berry If held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates the taste. 80 Wiki Berry If held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates the taste. 80 Mago Berry If held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates the taste. 80 Aguav Berry If held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates the taste. 80 Iapapa Berry If held by a Pokémon, it restores the user's HP in a pinch, but will cause confusion if it hates the taste. 80 Razz Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 80 Bluk Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 90 Nanab Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 90 Wepear Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 90 Pinap Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 90 Pomeg Berry Using it on a Pokémon makes it more friendly, but it also lowers its base HP. 90 Kelpsy Berry Using it on a Pokémon makes it more friendly, but it also lowers its base Attack stat. 90 Qualot Berry Using it on a Pokémon makes it more friendly, but it also lowers its base Defense stat. 90 Hondew Berry Using it on a Pokémon makes it more friendly, but it also lowers its base Sp. Atk stat. 90 Grepa Berry Using it on a Pokémon makes it more friendly, but it also lowers its base Sp. Def stat. 90 Tamato Berry Using it on a Pokémon makes it more friendly, but it also lowers its base Speed stat. 90 Cornn Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 90 Magost Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 90 Rabuta Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 90 Nomel Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 90 Spelon Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 90 Pamtre Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 90 Watmel Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 100 Durin Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 100 Belue Berry A Berry which is very rare in the Unova region. A maniac will buy it for a high price. 100 Occa Berry Weakens a supereffective Fire-type attack against the holding Pokémon. 80 Passho Berry Weakens a supereffective Water-type attack against the holding Pokémon. 80 Wacan Berry Weakens a supereffective Electric-type attack against the holding Pokémon. 80 Rindo Berry Weakens a supereffective Grass-type attack against the holding Pokémon. 80 Yache Berry Weakens a supereffective Ice-type attack against the holding Pokémon. 80 Chople Berry Weakens a supereffective Fighting-type attack against the holding Pokémon. 80 Kebia Berry Weakens a supereffective Poison-type attack against the holding Pokémon. 80 Shuca Berry Weakens a supereffective Ground-type attack against the holding Pokémon. 80 Coba Berry Weakens a supereffective Flying-type attack against the holding Pokémon. 80 Payapa Berry Weakens a supereffective Psychic-type attack against the holding Pokémon. 80 Tanga Berry Weakens a supereffective Bug-type attack against the holding Pokémon. 80 Charti Berry Weakens a supereffective Rock-type attack against the holding Pokémon. 80 Kasib Berry Weakens a supereffective Ghost-type attack against the holding Pokémon. 80 Haban Berry Weakens a supereffective Dragon-type attack against the holding Pokémon. 80 Colbur Berry Weakens a supereffective Dark-type attack against the holding Pokémon. 80 Babiri Berry Weakens a supereffective Steel-type attack against the holding Pokémon. 80 Chilan Berry Weakens a Normal-type attack against the Pokémon holding this berry. 80 Liechi Berry If held by a Pokémon, it raises its Attack stat in a pinch. 100 Ganlon Berry If held by a Pokémon, it raises its Defense stat in a pinch. 100 Salac Berry If held by a Pokémon, it raises its Speed stat in a pinch. 100 Petaya Berry If held by a Pokémon, it raises its Sp. Atk stat in a pinch. 100 Apicot Berry If held by a Pokémon, it raises its Sp. Def stat in a pinch. 100 Lansat Berry If held by a Pokémon, it raises its critical-hit ratio in a pinch. 100 Starf Berry If held by a Pokémon, it sharply raises one of its stats in a pinch. 100 Enigma Berry If held by a Pokémon, it restores its HP if it is hit by any supereffective attack. 100 Micle Berry If held by a Pokémon, it raises the accuracy of a move just once in a pinch. 100 Custap Berry If held by a Pokémon, it gets to move first just once in a pinch. 100 Jaboca Berry If held by a Pokémon and a physical attack lands, the attacker also takes damage. 100 Rowap Berry If held by a Pokémon and a special attack lands, the attacker also takes damage. 100 Roseli Berry If held by a Pokémon, this Berry will lessen the damage taken from one supereffective Fairy-type attack 80 Kee Berry If held by a Pokémon, this Berry will increase the Pokémon's Defense stat when hit by a physical attack 100 Maranga Berry If held by a Pokémon, this Berry will increase the Pokémon's Sp. Defense stat when hit by a special attack 100",Changes type and power based on hold item,,,FALSE,Breakneck Blitz,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Nature Power,Normal,Other,20,0,0,This attack makes use of nature's power. Its effects vary depending on the user's environment.,"This move acts as a different move depending upon the terrain in which it battles. These moves completely act as their seperate moves in type, power and effect. Location Move Buildings Tri Attack Caves & Mountains Power Gem Deserts & Roads Mud Bomb Grass Energy ball Snow Ice Beam Water Hydro Pump Misty Terrain Moonblast Electric Terrain Thunderbolt",Attack changes based on field,,,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Nature's Madness,Fairy,Special,10,1,90,The user hits the target with the force of nature. It halves the target's HP.,,Cuts the opponent's Hit Points by 50% of the current value,,,FALSE,Twinkle Tackle,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Needle Arm,Grass,Physical,15,60,100,The user attacks by wildly swinging its thorny arms. This may also make the target flinch.,,May cause opponent to flinch.,,30,FALSE,Bloom Doom,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Never-Ending Nightmare,Ghost,Special,1,1,0,"Deep-seated grudges summoned by the user's Z-Power trap the target. The power varies, depending on the original move.",,No effect.,,,FALSE,,Ghostium Z,,TRUE,,,"Astonish,Hex,Lick,Moongeist Beam,Night Shade,Ominous Wind,Phantom Force,Shadow Ball,Shadow Bone,Shadow Claw,Shadow Force,Shadow Punch,Shadow Sneak,Spectral Thief,Spirit Shackle",6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Night Daze,Dark,Special,10,85,95,The user lets loose a pitch-black shock wave at its target. This may also lower the target's accuracy.,,May lower opponent's Accuracy one stage.,,40,FALSE,Black Hole Eclipse,,160,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Night Shade,Ghost,Special,15,1,100,The user makes the target see a frightening mirage. It inflicts damage equal to the user's level.,,Inflicts damage equal to the user's level.,,,FALSE,Never-Ending Nightmare,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Night Slash,Dark,Physical,15,70,100,The user slashes the target the instant an opportunity arises. Critical hits land more easily.,,Has an increased Critical Hit ratio,,,FALSE,Black Hole Eclipse,,140,FALSE,,,,12.5,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Nightmare,Ghost,Other,15,0,100,A sleeping target sees a nightmare that inflicts some damage every turn.,,Inflicts 1/4 damage on a sleeping foe every turn.,Boosts Special Attack by 1 stage,,TRUE,,Ghostium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Noble Roar,Normal,Other,30,0,100,"Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats.",,Lowers target's Attack and Special Attack by 1 stage.,Boosts Defense by 1 stage,100,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Nuzzle,Electric,Physical,20,20,100,The user attacks by nuzzling its electrified cheeks against the target. This also leaves the target with paralysis.,,Inflicts Paralysis,,100,FALSE,Gigavolt Havoc,,100,FALSE,,,,6.25,0,Any Adjacent,Selected Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Oblivion Wing,Flying,Special,10,80,100,The user absorbs its target's HP. The user's HP is restored by over half of the damage taken by the target.,,User recovers 75% the damage inflicted.,,,FALSE,Supersonic Skystrike,,160,FALSE,,,,6.25,0,All but self,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,,,,
Oceanic Operetta,Water,Special,1,195,0,"The user, Primarina, summons a massive amount of water using its Z-Power and attacks the target with full force.",,No effect.,,,FALSE,,Waterium Z,,TRUE,Primarina,Sparkling Aria,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,
Octazooka,Water,Special,10,65,85,The user attacks by spraying ink in the target's face or eyes. This may also lower the target's accuracy.,,May lower opponent's Accuracy one stage.,,50,FALSE,Hydro Vortex,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Odor Sleuth,Normal,Other,40,0,0,Enables a Ghost-type target to be hit by Normal- and Fighting-type attacks. This also enables an evasive target to be hit.,,Allows opponent to be hit if Evasion is high. Allows Ghost-type Pokémon to be hit by Normal-type moves.,Boosts Attack by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,,,,
Ominous Wind,Ghost,Special,5,60,100,The user blasts the target with a gust of repulsive wind. This may also raise all the user's stats at once.,,May raise all user's stats one stage.,,20,FALSE,Never-Ending Nightmare,,120,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Origin Pulse,Water,Special,10,110,85,The user attacks opposing Pokémon with countless beams of light that glow a deep and brilliant blue.,,No effect.,,,FALSE,Hydro Vortex,,185,FALSE,,,,6.25,0,Adjacent Foes,All Adjacent Foes,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Outrage,Dragon,Physical,10,120,100,The user rampages and attacks for two to three turns. The user then becomes confused.,,User uses the same Attack for 2-3 turns then becomes confused.,,,FALSE,Devastating Drake,,190,FALSE,,,,6.25,0,Self,Random Target,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Overheat,Fire,Special,5,130,90,The user attacks the target at full power. The attack's recoil harshly lowers the user's Sp. Atk stat.,,Lowers user's Special Attack two stages.,,100,FALSE,Inferno Overdrive,,195,FALSE,,,,6.25,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Pain Split,Normal,Other,20,0,0,"The user adds its HP to the target's HP, then equally shares the combined HP with the target.",,User and opponent's Hit Points are added up and then shared equally,Boosts Defense by 1 stage,,TRUE,,Normalium Z,,FALSE,,,,,0,Any Adjacent,Selected Target,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
Parabolic Charge,Electric,Special,20,65,100,The user attacks everything around it. The user's HP is restored by half the damage taken by those hit.,,User recovers half the damage inflicted.,,,FALSE,Gigavolt Havoc,,120,FALSE,,,,6.25,0,All Adjacent,All Adjacent Pokémon,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,,,
